CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
22675,ALEXANDRA,WINSTON,7/23/1965,S,F,"$30,000 ",2,Partial College,Clerical,Y
22676,STEFANIE,JORDAN,4/15/1965,S,F,"$30,000 ",2,Partial College,Clerical,Y
22677,REGINALD,CARLSON,10/12/1965,S,M,"$30,000 ",2,Partial College,Clerical,Y
22678,SYDNEY,LEE,3/20/1964,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
22679,DERRICK,DOMINGUEZ,5/3/1964,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
22680,LEE,SUAREZ,4/12/1964,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
22681,TRISTAN,BARNES,11/20/1963,S,M,"$30,000 ",2,Partial College,Clerical,Y
22682,WILLIE,LUO,11/26/1963,S,M,"$30,000 ",2,Partial College,Clerical,N
22683,DAVID,GARCIA,9/3/1963,S,M,"$30,000 ",3,Partial College,Clerical,Y
22684,LAUREN,COOPER,5/16/1963,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
22685,BARBARA,MA,5/5/1979,S,NA,"$30,000 ",3,Partial College,Clerical,Y
22686,WAYNE,ANAND,3/12/1979,S,M,"$30,000 ",3,Partial College,Clerical,Y
22688,SETH,PEREZ,9/19/1962,S,M,"$30,000 ",1,Partial College,Clerical,N
22689,GILBERT,ZHENG,4/15/1962,S,M,"$30,000 ",1,Partial College,Clerical,N
22690,KURT,LUO,4/13/1962,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
22691,GERALD,RAMAN,6/20/1962,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
22692,PAULA,ALONSO,12/11/1962,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
22693,DARRYL,GAO,6/16/1962,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
22695,DARREN,MARTIN,8/17/1978,S,M,"$30,000 ",4,Partial College,Clerical,Y
22696,KARI,VAZQUEZ,7/8/1977,S,F,"$20,000 ",0,High School,Manual,Y
22697,HAROLD,SARA,6/5/1977,S,M,"$20,000 ",0,High School,Manual,N
22698,BRADLEY,ANDERSEN,1/9/1975,M,M,"$10,000 ",0,Partial High School,Manual,N
22699,CLARENCE,CHANDE,8/25/1975,M,M,"$10,000 ",0,Partial High School,Manual,Y
22700,GINA,SERRANO,6/7/1975,M,F,"$10,000 ",0,Partial High School,Manual,N
22701,ANNE,NAVARRO,4/6/1975,S,F,"$20,000 ",0,High School,Manual,N
22702,PATRICIA,GONZALEZ,2/6/1975,S,F,"$20,000 ",0,High School,Manual,N
22703,MELVIN,RAJI,7/8/1976,S,M,"$20,000 ",0,High School,Manual,N
22704,BETHANY,RAJE,2/12/1976,S,F,"$20,000 ",0,High School,Manual,N
22705,ADRIANA,KAPOOR,3/25/1976,S,F,"$20,000 ",0,Partial High School,Manual,N
22706,ANDY,RUTH,4/26/1976,S,F,"$30,000 ",0,Partial College,Clerical,Y
22707,HALEY,RUSSELL,1/19/1976,S,F,"$30,000 ",0,Partial College,Clerical,N
22708,ANNE,RUIZ,6/1/1974,S,F,"$10,000 ",0,Partial High School,Manual,Y
22709,TAMARA,GAO,3/18/1974,S,F,"$20,000 ",0,Partial High School,Manual,N
22710,TRISHA,ZHAO,10/10/1974,M,F,"$20,000 ",0,Partial High School,Manual,N
22711,ISAIAH,HERNANDEZ,4/9/1973,S,M,"$30,000 ",0,Partial College,Clerical,N
22712,MONIQUE,ROMERO,2/6/1974,S,F,"$30,000 ",0,Partial College,Clerical,N
22713,JOSEPH,MILLER,3/5/1956,S,M,"$70,000 ",3,Partial College,Professional,N
22714,ANGELICA,ALEXANDER,4/8/1965,M,F,"$90,000 ",4,Partial College,Professional,Y
22715,MARCUS,WATSON,11/18/1965,M,NA,"$90,000 ",4,Partial College,Professional,Y
22716,CALEB,NELSON,7/6/1965,S,M,"$100,000 ",3,Bachelors,Management,Y
22717,NICOLE,WATSON,5/10/1965,M,F,"$100,000 ",4,Partial College,Professional,Y
22718,ZACHARY,SIMMONS,6/11/1965,M,M,"$110,000 ",2,Bachelors,Management,Y
22719,JESSE,BROOKS,10/12/1965,S,M,"$110,000 ",3,Bachelors,Management,Y
22720,JONATHAN,ALEXANDER,10/28/1965,M,M,"$130,000 ",1,Graduate Degree,Management,Y
22721,COLLEEN,LIN,7/24/1962,M,F,"$40,000 ",4,High School,Skilled Manual,Y
22722,TINA,FERNANDEZ,7/19/1962,S,F,"$70,000 ",1,Bachelors,Professional,N
22723,ALEXANDER,ANDERSON,12/5/1942,M,M,"$60,000 ",3,Graduate Degree,Management,Y
22724,NOAH,EVANS,2/26/1942,M,M,"$70,000 ",5,Bachelors,Management,Y
22725,RICHARD,GONZALES,7/23/1943,M,M,"$60,000 ",3,Graduate Degree,Management,Y
22726,ANNA,MORRIS,11/15/1943,M,F,"$60,000 ",3,Graduate Degree,Management,Y
22727,JODI,SHE,10/23/1943,M,F,"$60,000 ",3,Graduate Degree,Management,Y
22728,ARIANNA,RUSSELL,3/25/1943,M,F,"$70,000 ",5,Bachelors,Management,Y
22729,SETH,NELSON,5/7/1943,M,M,"$70,000 ",5,Bachelors,Management,Y
22730,TIMOTHY,PEREZ,2/14/1943,M,M,"$70,000 ",5,Bachelors,Management,Y
22731,BRANDON,HENDERSON,8/11/1943,M,M,"$70,000 ",5,Bachelors,Management,Y
22732,SEAN,TURNER,8/15/1943,M,M,"$80,000 ",5,Bachelors,Management,Y
22733,ALEXANDRIA,POWELL,2/19/1943,M,F,"$80,000 ",5,Bachelors,Management,N
22735,KATHERINE,JONES,6/25/1944,M,F,"$40,000 ",4,High School,Professional,Y
22736,KATHERINE,MORGAN,7/11/1944,M,F,"$40,000 ",4,High School,Professional,N
22737,HEIDI,SAI,5/8/1944,M,F,"$70,000 ",4,Bachelors,Management,Y
22738,HALEY,DIAZ,7/10/1944,M,F,"$70,000 ",4,Bachelors,Management,Y
22739,DESTINY,RODRIGUEZ,4/10/1944,M,F,"$70,000 ",4,Bachelors,Management,Y
22740,KIMBERLY,ROGERS,6/12/1945,S,F,"$40,000 ",4,High School,Professional,N
22741,DARRYL,HE,12/21/1945,M,M,"$40,000 ",4,High School,Professional,Y
22742,NATHAN,NELSON,6/7/1945,S,M,"$40,000 ",4,High School,Professional,N
22743,KAYLEE,MURPHY,9/8/1945,M,F,"$40,000 ",5,High School,Professional,Y
22744,EDWARD,WRIGHT,9/12/1945,S,M,"$40,000 ",5,High School,Professional,N
22745,ALEXANDRIA,PATTERSON,2/16/1945,M,F,"$40,000 ",5,High School,Professional,Y
22746,ERICA,ZHANG,9/6/1945,M,F,"$70,000 ",5,Bachelors,Management,Y
22747,BRIANNA,MARTINEZ,3/10/1945,M,F,"$70,000 ",5,Bachelors,Management,Y
22748,ADAM,PHILLIPS,9/13/1946,S,M,"$70,000 ",5,Bachelors,Management,Y
22749,MIRANDA,PATTERSON,7/10/1946,M,F,"$70,000 ",5,Bachelors,Management,Y
22750,JESSE,GONZALEZ,6/4/1946,M,M,"$70,000 ",5,Bachelors,Management,Y
22751,SAMUEL,RODRIGUEZ,7/18/1946,M,M,"$60,000 ",4,Bachelors,Management,N
22752,DANIEL,BROWN,4/11/1946,M,M,"$60,000 ",4,Bachelors,Management,N
22753,HAILEY,MORGAN,8/22/1947,S,F,"$70,000 ",2,Partial College,Professional,N
22754,ROBERT,FOSTER,2/25/1947,M,M,"$70,000 ",2,Partial College,Professional,Y
22755,CHRISTIAN,BROWN,5/11/1947,M,M,"$70,000 ",2,Partial College,Professional,Y
22756,JON,NATH,11/7/1947,M,M,"$70,000 ",2,Partial College,Professional,Y
22757,SAVANNAH,PETERSON,5/4/1947,M,F,"$70,000 ",2,Partial College,Professional,Y
22758,KATHERINE,JACKSON,5/20/1948,S,F,"$60,000 ",2,Partial College,Professional,N
22759,JULIA,RAMIREZ,11/21/1948,M,F,"$60,000 ",2,Partial College,Professional,Y
22760,HUNTER,CHEN,10/4/1948,M,M,"$60,000 ",2,Partial College,Professional,N
22761,EDUARDO,PRICE,9/9/1948,S,M,"$60,000 ",2,Partial College,Professional,Y
22762,MELISSA,DIAZ,4/13/1948,M,F,"$60,000 ",2,Partial College,Professional,Y
22763,REBECCA,GONZALEZ,8/10/1948,S,F,"$60,000 ",2,Partial College,Professional,Y
22764,CHASE,BROOKS,6/4/1948,M,M,"$60,000 ",2,Partial College,Professional,Y
22765,LUIS,COLLINS,9/21/1949,M,M,"$60,000 ",2,Partial College,Professional,Y
22766,CASSIDY,HAYES,11/5/1949,M,F,"$60,000 ",2,Partial College,Professional,Y
22767,LUIS,HERNANDEZ,5/21/1949,M,M,"$60,000 ",2,Partial College,Professional,Y
22768,AARON,ZHANG,7/22/1949,M,M,"$60,000 ",2,Bachelors,Management,Y
22769,BENJAMIN,MARTIN,10/22/1949,M,M,"$60,000 ",2,Partial College,Professional,Y
22770,CHLOE,MORGAN,11/25/1949,M,F,"$70,000 ",4,Partial College,Professional,Y
22771,MASON,KING,11/27/1950,M,M,"$40,000 ",2,Partial High School,Skilled Manual,N
22772,ERIN,WATSON,12/13/1950,M,F,"$40,000 ",2,Partial High School,Skilled Manual,Y
22773,AUTUMN,ZHANG,4/23/1950,M,F,"$60,000 ",2,Partial College,Professional,Y
22774,CALEB,ALEXANDER,10/19/1950,M,M,"$60,000 ",2,Partial College,Professional,Y
22775,MADISON,MARTINEZ,8/20/1950,M,F,"$60,000 ",2,Partial College,Professional,Y
22776,JULIA,PERRY,5/6/1950,M,F,"$70,000 ",4,Partial College,Professional,Y
22777,TYLER,GARCIA,4/12/1951,M,M,"$60,000 ",2,High School,Professional,Y
22778,MONIQUE,DOMINGUEZ,11/13/1951,M,F,"$60,000 ",2,Partial College,Professional,Y
22779,LANCE,RUIZ,12/12/1951,M,M,"$60,000 ",2,Partial College,Professional,Y
22780,JENNIFER,ROGERS,5/17/1951,M,F,"$60,000 ",2,Partial College,Professional,Y
22781,HUNTER,POWELL,6/22/1951,M,M,"$70,000 ",4,Partial College,Professional,Y
22782,DAKOTA,WOOD,4/3/1951,S,M,"$70,000 ",4,Partial College,Professional,Y
22783,ISAAC,GREEN,10/4/1952,M,M,"$70,000 ",2,Partial High School,Skilled Manual,Y
22784,NICHOLAS,JACKSON,6/17/1952,M,M,"$70,000 ",2,Partial High School,Skilled Manual,Y
22785,OSCAR,PERRY,1/13/1952,M,M,"$70,000 ",2,Partial High School,Skilled Manual,Y
22786,WYATT,GOLDSTEIN,7/16/1952,M,M,"$70,000 ",2,Partial High School,Skilled Manual,Y
22787,ANDREA,SANCHEZ,3/11/1952,M,F,"$70,000 ",2,Partial High School,Skilled Manual,Y
22788,JORDAN,JENKINS,12/14/1952,M,M,"$70,000 ",2,Partial High School,Skilled Manual,N
22789,RICHARD,TAYLOR,7/11/1952,M,M,"$70,000 ",2,Partial High School,Skilled Manual,Y
22790,LUKE,PHILLIPS,2/5/1952,S,M,"$70,000 ",2,Partial High School,Skilled Manual,Y
22791,TAYLOR,JENKINS,3/10/1952,M,F,"$60,000 ",2,High School,Professional,Y
22792,THOMAS,CARTER,2/5/1953,M,M,"$70,000 ",4,Partial College,Professional,Y
22793,ANTONIO,JENKINS,6/18/1953,S,M,"$70,000 ",4,Partial College,Professional,Y
22794,KELLI,DENG,5/8/1958,M,F,"$130,000 ",2,Partial College,Professional,Y
22795,TARA,YUAN,2/18/1957,M,F,"$110,000 ",2,Partial College,Professional,Y
22796,BRAD,NATH,5/17/1957,M,M,"$110,000 ",2,Partial College,Professional,N
22797,LEONARD,SHE,2/26/1957,M,M,"$130,000 ",2,Partial College,Professional,Y
22799,RILEY,ALEXANDER,4/4/1956,M,F,"$120,000 ",3,Partial High School,Professional,N
22800,DWAYNE,ALVAREZ,6/13/1955,M,M,"$90,000 ",2,High School,Professional,N
22801,ALICIA,RAJE,11/10/1955,M,F,"$110,000 ",3,Partial College,Professional,Y
22802,ANN,VAN,3/24/1955,S,F,"$120,000 ",3,Partial High School,Professional,Y
22803,MARSHALL,SHAN,2/5/1955,S,M,"$130,000 ",3,Partial College,Professional,N
22805,CRISTINA,GOEL,10/25/1944,M,F,"$80,000 ",5,Bachelors,Management,Y
22806,CRYSTAL,SUN,4/26/1944,M,F,"$90,000 ",5,Partial College,Professional,Y
22807,CINDY,GARCIA,4/9/1944,M,F,"$130,000 ",3,Bachelors,Management,Y
22808,EBONY,SURI,4/20/1944,S,F,"$170,000 ",3,Bachelors,Management,N
22809,MARTIN,SARA,6/15/1945,M,M,"$80,000 ",5,Partial College,Professional,Y
22810,NATHANIEL,SANCHEZ,4/7/1945,M,M,"$90,000 ",5,Partial College,Professional,N
22812,DESTINY,WASHINGTON,9/24/1945,M,F,"$120,000 ",4,Bachelors,Management,Y
22813,JERRY,DENG,9/12/1945,M,M,"$130,000 ",4,Bachelors,Management,Y
22814,EDWIN,KUMAR,2/10/1946,M,M,"$100,000 ",2,Bachelors,Management,Y
22815,MARGARET,WANG,8/10/1946,M,F,"$100,000 ",3,Bachelors,Management,Y
22816,ERICA,CAI,6/7/1946,M,F,"$120,000 ",4,Bachelors,Management,Y
22817,CALVIN,NATH,3/18/1946,S,M,"$120,000 ",4,Bachelors,Management,Y
22818,JANET,RUIZ,4/1/1946,M,F,"$150,000 ",3,Graduate Degree,Management,Y
22819,DAISY,ALVAREZ,5/20/1953,M,F,"$80,000 ",4,Partial College,Professional,Y
22820,ALEX,NELSON,11/13/1954,M,M,"$100,000 ",3,High School,Professional,Y
22821,WENDY,MUNOZ,6/1/1954,M,F,"$130,000 ",3,Partial College,Professional,Y
22822,DEVIN,ANDERSON,2/22/1954,M,M,"$170,000 ",5,High School,Professional,Y
22823,ISABEL,ALEXANDER,7/12/1953,M,F,"$160,000 ",2,Bachelors,Management,Y
22824,APRIL,NATH,11/21/1952,M,F,"$80,000 ",4,Partial College,Professional,N
22825,KELLI,ZENG,5/12/1952,S,F,"$120,000 ",4,Partial College,Professional,Y
22826,CHRISTIAN,RUSSELL,10/19/1952,M,M,"$130,000 ",4,High School,Professional,Y
22827,CLAYTON,GAO,12/18/1951,M,M,"$80,000 ",5,High School,Professional,Y
22828,FRANCISCO,SURI,1/2/1950,M,M,"$160,000 ",4,Partial College,Management,Y
22829,CHELSEA,CHANDRA,8/27/1949,M,F,"$80,000 ",5,High School,Management,Y
22830,LEE,TRAVERS,11/5/1949,M,M,"$120,000 ",4,Partial College,Management,Y
22831,VICTOR,RUIZ,12/6/1948,S,M,"$70,000 ",5,Partial High School,Skilled Manual,Y
22832,MARTIN,GONZALEZ,6/9/1948,M,M,"$70,000 ",5,Partial High School,Skilled Manual,Y
22833,BRUCE,PRASAD,3/22/1948,M,M,"$80,000 ",5,High School,Management,Y
22834,DARRYL,ZHOU,4/18/1947,M,M,"$100,000 ",3,Partial High School,Professional,Y
22835,ALAN,ZHANG,11/13/1947,M,M,"$100,000 ",4,Partial High School,Professional,Y
22836,MICHELE,SAI,4/4/1947,S,F,"$110,000 ",4,Partial High School,Professional,Y
22837,SERGIO,CHANDRA,2/10/1947,M,M,"$120,000 ",5,High School,Management,Y
22838,CEDRIC,RAI,8/2/1947,M,M,"$130,000 ",5,Partial High School,Professional,Y
22839,BRANDY,MEHTA,5/19/1975,S,F,"$60,000 ",0,Bachelors,Professional,N
22840,DOMINIC,SULLIVAN,4/10/1976,S,M,"$70,000 ",0,Bachelors,Professional,Y
22841,DOUGLAS,MARTINEZ,8/19/1976,S,M,"$70,000 ",0,Bachelors,Professional,Y
22842,MICHELE,NARA,4/20/1976,S,F,"$70,000 ",0,Bachelors,Professional,N
22843,TIFFANY,LU,10/7/1976,S,F,"$70,000 ",0,Bachelors,Professional,N
22844,MARIE,ARUN,8/18/1976,M,F,"$70,000 ",0,Bachelors,Professional,N
22845,JAKE,CHEN,3/13/1976,M,M,"$80,000 ",0,Bachelors,Professional,N
22846,FRANK,GUTIERREZ,5/18/1975,S,M,"$80,000 ",0,Bachelors,Professional,N
22847,JACLYN,CHEN,11/20/1974,S,F,"$80,000 ",0,Bachelors,Professional,N
22848,PETER,PAL,10/9/1974,S,M,"$80,000 ",0,Bachelors,Professional,N
22849,KRISTOPHER,SURI,5/17/1973,M,M,"$80,000 ",0,Bachelors,Professional,Y
22850,DEVON,LUO,2/5/1974,M,M,"$130,000 ",4,High School,Management,N
22851,KAYLEE,EDWARDS,7/16/1973,S,F,"$90,000 ",0,Bachelors,Professional,N
22852,BILLY,ALONSO,8/22/1972,M,M,"$80,000 ",0,Bachelors,Professional,Y
22853,TASHA,PAL,5/5/1972,S,F,"$80,000 ",0,Bachelors,Professional,Y
22854,EBONY,MEHTA,8/20/1973,S,F,"$100,000 ",0,High School,Management,Y
22855,SUMMER,SAI,2/12/1973,M,F,"$110,000 ",0,Partial College,Management,N
22856,LANCE,CARLSON,10/14/1971,M,M,"$80,000 ",0,Bachelors,Professional,N
22857,JULIO,ROMERO,1/15/1972,M,M,"$110,000 ",0,High School,Management,Y
22858,DEBORAH,TANG,8/16/1972,M,F,"$130,000 ",4,High School,Management,Y
22859,ARIANNA,SANDERS,7/24/1971,M,F,"$90,000 ",0,Bachelors,Professional,N
22860,CEDRIC,KUMAR,5/27/1970,M,M,"$100,000 ",0,High School,Management,Y
22862,DERRICK,NAVARRO,1/23/1964,M,M,"$110,000 ",3,Bachelors,Management,Y
22863,HUNTER,THOMAS,5/11/1956,M,M,"$70,000 ",4,Partial College,Professional,Y
22864,MASON,HALL,12/25/1956,M,M,"$90,000 ",2,Partial College,Professional,N
22865,STEPHANIE,HALL,2/3/1934,M,F,"$80,000 ",4,Graduate Degree,Management,Y
22866,WILLIAM,THOMPSON,6/14/1974,S,M,"$30,000 ",0,Partial College,Clerical,Y
22867,MAX,RUIZ,12/6/1980,S,M,"$20,000 ",0,Partial High School,Manual,N
22868,ERNEST,SUN,2/23/1980,S,M,"$20,000 ",0,Partial High School,Manual,N
22869,RAFAEL,LU,10/13/1980,S,M,"$20,000 ",0,Partial High School,Manual,N
22870,BARBARA,CHEN,11/15/1978,S,F,"$30,000 ",0,High School,Manual,Y
22871,DAVID,COLEMAN,10/7/1962,M,M,"$70,000 ",1,Partial College,Skilled Manual,Y
22872,SARA,BAILEY,6/26/1962,M,F,"$70,000 ",1,Partial College,Skilled Manual,Y
22873,ROBERT,WILLIAMS,1/26/1962,M,M,"$70,000 ",1,Partial College,Skilled Manual,Y
22874,DREW,ANAND,10/10/1961,S,M,"$40,000 ",4,High School,Skilled Manual,Y
22875,ROBERT,RUSSELL,3/16/1961,S,M,"$40,000 ",4,High School,Skilled Manual,Y
22876,JENNA,CAMPBELL,11/16/1961,M,F,"$40,000 ",4,High School,Skilled Manual,Y
22877,XAVIER,GRIFFIN,11/10/1961,M,M,"$60,000 ",1,Partial College,Skilled Manual,Y
22878,ANGELICA,ROSS,7/11/1961,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y
22879,JOCELYN,RUSSELL,11/20/1961,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y
22880,ASHLEY,HARRIS,7/1/1960,M,F,"$40,000 ",4,High School,Skilled Manual,Y
22881,WYATT,MARTINEZ,10/19/1960,M,M,"$40,000 ",4,High School,Skilled Manual,Y
22882,CHARLES,JONES,3/5/1967,S,M,"$50,000 ",0,Partial College,Skilled Manual,N
22883,XAVIER,MORGAN,5/14/1967,S,M,"$50,000 ",0,Partial College,Skilled Manual,N
22884,DANIELLE,RICHARDSON,11/23/1967,S,F,"$50,000 ",0,Partial College,Skilled Manual,N
22885,CALEB,HENDERSON,2/28/1967,S,M,"$60,000 ",0,Graduate Degree,Professional,Y
22886,ANDREA,KING,9/8/1967,S,F,"$60,000 ",0,Graduate Degree,Professional,Y
22887,MASON,RICHARDSON,3/4/1960,M,M,"$60,000 ",1,Partial College,Skilled Manual,Y
22888,ABIGAIL,LONG,3/4/1960,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y
22889,JULIA,LONG,5/26/1959,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y
22890,ALEXIS,HALL,9/25/1959,M,F,"$60,000 ",4,Bachelors,Professional,Y
22891,ANDREA,GONZALEZ,2/1/1959,M,F,"$60,000 ",4,Bachelors,Professional,Y
22892,TIMOTHY,MITCHELL,4/17/1959,S,M,"$70,000 ",1,Graduate Degree,Professional,N
22893,CHLOE,MILLER,7/17/1959,S,F,"$70,000 ",2,Graduate Degree,Professional,N
22894,DANIELLE,RAMIREZ,5/2/1959,M,F,"$70,000 ",5,Graduate Degree,Professional,Y
22895,EDUARDO,PEREZ,11/20/1959,S,M,"$70,000 ",5,Graduate Degree,Professional,Y
22896,LOGAN,MILLER,3/19/1958,M,M,"$60,000 ",3,Bachelors,Professional,Y
22897,ARIANNA,RAMIREZ,5/27/1958,M,F,"$60,000 ",1,Bachelors,Professional,Y
22898,MELANIE,WASHINGTON,3/2/1958,M,F,"$60,000 ",1,Bachelors,Professional,Y
22899,CHARLES,CARTER,5/21/1958,M,M,"$60,000 ",1,Bachelors,Professional,Y
22900,HUNTER,LI,12/6/1958,S,M,"$60,000 ",1,Bachelors,Professional,Y
22901,KATHERINE,STEWART,10/26/1958,S,F,"$60,000 ",1,Bachelors,Professional,N
22902,PEDRO,MADAN,5/25/1958,M,M,"$70,000 ",5,Graduate Degree,Professional,Y
22903,HAILEY,STEWART,6/11/1958,S,F,"$80,000 ",5,Graduate Degree,Professional,Y
22904,MITCHELL,SHEN,7/15/1969,S,M,"$90,000 ",1,Graduate Degree,Management,N
22905,JOE,SCHMIDT,7/18/1969,M,M,"$90,000 ",1,Graduate Degree,Management,Y
22906,JESSIE,MORENO,10/25/1969,M,F,"$90,000 ",1,Graduate Degree,Management,N
22907,BARRY,SAI,2/22/1968,M,M,"$60,000 ",2,Bachelors,Professional,Y
22908,EDDIE,ORTEGA,3/22/1970,M,M,"$90,000 ",2,Bachelors,Professional,Y
22909,TOMMY,GOEL,11/25/1968,S,M,"$60,000 ",2,Bachelors,Professional,N
22910,LATOYA,TANG,4/17/1968,M,F,"$60,000 ",2,Bachelors,Professional,Y
22911,GREGORY,RAJE,10/4/1968,M,M,"$70,000 ",5,Bachelors,Professional,Y
22912,MALLORY,MORENO,12/7/1969,S,F,"$110,000 ",1,Graduate Degree,Management,Y
22913,VALERIE,LU,12/25/1969,S,F,"$120,000 ",1,Graduate Degree,Management,Y
22914,FAITH,GRAY,2/9/1967,S,F,"$70,000 ",5,Bachelors,Professional,Y
22915,CARLY,SHEN,2/8/1967,M,F,"$70,000 ",5,Bachelors,Professional,Y
22916,RAQUEL,ROMERO,5/21/1967,M,F,"$70,000 ",5,Bachelors,Professional,Y
22917,MAURICE,SHE,4/11/1966,S,M,"$80,000 ",5,Graduate Degree,Management,Y
22918,CALVIN,JAI,3/20/1966,S,M,"$80,000 ",5,Graduate Degree,Management,Y
22919,STANLEY,RANA,9/12/1966,M,M,"$80,000 ",5,Bachelors,Professional,Y
22920,CALVIN,ANDERSEN,2/25/1965,M,M,"$60,000 ",3,Bachelors,Professional,Y
22921,KELSEY,SHEN,2/18/1968,S,F,"$70,000 ",0,Bachelors,Professional,Y
22922,HEIDI,MARTINEZ,7/9/1968,S,F,"$70,000 ",0,Bachelors,Professional,N
22923,MASON,LOPEZ,1/26/1964,M,M,"$60,000 ",3,Bachelors,Professional,Y
22924,MARIE,SANCHEZ,2/1/1964,S,F,"$60,000 ",4,Bachelors,Professional,Y
22925,KARLA,SHEN,5/17/1964,M,F,"$60,000 ",4,Bachelors,Professional,Y
22926,KEITH,YUAN,2/8/1963,S,M,"$60,000 ",3,Bachelors,Professional,Y
22927,JON,GUO,2/3/1963,S,M,"$60,000 ",3,Bachelors,Professional,N
22928,NATALIE,NELSON,4/11/1963,S,F,"$70,000 ",0,Bachelors,Professional,N
22929,ISABELLA,DAVIS,10/28/1967,S,F,"$90,000 ",2,Bachelors,Professional,N
22930,BRETT,RAMAN,11/22/1967,M,M,"$90,000 ",4,Bachelors,Professional,Y
22931,LOGAN,JOHNSON,3/2/1928,M,M,"$100,000 ",5,Graduate Degree,Management,N
22932,MAURICE,JAI,5/11/1962,S,M,"$70,000 ",1,Partial College,Skilled Manual,N
22933,KELLI,CHANDE,9/14/1962,S,F,"$60,000 ",1,Bachelors,Professional,N
22934,TONYA,KUMAR,11/16/1962,M,F,"$60,000 ",1,Bachelors,Professional,Y
22935,TAMARA,SHEN,5/23/1961,S,F,"$60,000 ",1,Partial College,Skilled Manual,N
22936,JILL,DIAZ,8/1/1961,S,F,"$60,000 ",1,Partial College,Skilled Manual,N
22937,JOSE,BAKER,6/14/1961,S,M,"$60,000 ",1,Bachelors,Professional,N
22938,HECTOR,BLANCO,8/1/1961,M,M,"$60,000 ",1,Partial College,Skilled Manual,Y
22939,REBEKAH,ARTHUR,6/12/1961,S,F,"$60,000 ",1,Partial College,Skilled Manual,Y
22940,BRIANA,ASHE,11/17/1966,S,F,"$100,000 ",0,Graduate Degree,Management,N
22941,DESTINY,BAILEY,12/15/1966,S,F,"$100,000 ",0,Bachelors,Professional,N
22942,BRITTNEY,SHE,6/26/1960,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y
22943,TIMOTHY,PARKER,10/7/1960,S,M,"$60,000 ",1,Partial College,Skilled Manual,N
22944,JODI,LAL,4/12/1959,M,F,"$90,000 ",1,Bachelors,Professional,Y
22945,LINDA,SANZ,11/18/1959,M,F,"$90,000 ",1,Bachelors,Professional,N
22946,BRYANT,KAPOOR,5/18/1959,S,M,"$90,000 ",1,Bachelors,Professional,Y
22947,DANIELLE,TORRES,10/10/1933,S,F,"$40,000 ",2,Bachelors,Professional,N
22948,LUCAS,TURNER,7/4/1964,S,M,"$70,000 ",0,Bachelors,Professional,N
22949,GAVIN,BUTLER,3/20/1934,S,M,"$50,000 ",1,Graduate Degree,Management,Y
22950,NICOLE,COX,11/12/1963,S,F,"$70,000 ",0,Bachelors,Professional,N
22951,CHELSEA,MEHTA,7/5/1963,S,F,"$70,000 ",0,Bachelors,Professional,Y
22952,LUKE,BAKER,5/9/1963,M,M,"$70,000 ",0,Bachelors,Professional,N
22953,BARBARA,LIANG,11/15/1963,S,F,"$70,000 ",0,Bachelors,Professional,Y
22954,JUSTIN,THOMPSON,3/4/1963,S,M,"$70,000 ",0,Bachelors,Professional,N
22955,LESLIE,SUAREZ,6/24/1962,M,F,"$70,000 ",5,Bachelors,Professional,N
22957,NICOLE,DAVIS,4/12/1962,M,F,"$70,000 ",5,Partial College,Skilled Manual,Y
22958,BRANDY,FERNANDEZ,2/1/1961,S,F,"$60,000 ",1,Partial College,Skilled Manual,N
22960,DOUGLAS,MALHOTRA,8/10/1961,M,M,"$70,000 ",5,Partial College,Skilled Manual,Y
22961,NINA,SHE,7/7/1961,M,F,"$70,000 ",5,Partial College,Skilled Manual,Y
22962,CASEY,MARTIN,7/6/1957,M,M,"$70,000 ",1,Partial College,Skilled Manual,Y
22963,WILLIE,YE,12/22/1957,M,M,"$70,000 ",1,Partial College,Skilled Manual,Y
22964,ERIC,HAYES,5/1/1935,S,M,"$30,000 ",2,Partial College,Clerical,N
22965,CARRIE,GOMEZ,7/2/1936,S,F,"$30,000 ",2,Partial College,Clerical,N
22966,JODI,CHAPMAN,12/2/1956,S,F,"$80,000 ",2,Partial College,Skilled Manual,N
22967,RACHEL,SMITH,11/23/1976,M,F,"$30,000 ",0,High School,Skilled Manual,N
22968,LOGAN,PEREZ,4/16/1975,S,M,"$40,000 ",0,High School,Skilled Manual,N
22969,TAYLOR,MARTIN,9/27/1975,S,F,"$40,000 ",0,High School,Skilled Manual,N
22970,MARY,PHILLIPS,10/6/1976,S,F,"$40,000 ",0,High School,Skilled Manual,N
